element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
469,51,2,2,TRUE,2019-09-22T15:30:00Z,3,2,6,71,0,0,0,2,0,0,0,0,0,0,0,10,10.4,15.8,4.0,3.0,57,-49746,875308,58062,107808
469,67,12,1,FALSE,2019-09-30T19:00:00Z,1,1,7,35,0,0,0,0,0,0,0,0,0,0,0,5,3.6,2.2,10.0,1.6,56,-143494,731371,16314,159808
469,71,3,3,TRUE,2019-10-06T13:00:00Z,1,0,8,74,0,0,1,0,0,0,0,0,0,0,0,17,10.2,41.3,2.0,5.4,56,-98247,637763,12871,111118
374,7,4,0,TRUE,2019-08-10T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,15914,0,0
374,15,8,0,FALSE,2019-08-17T14:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1636,14971,691,2327
374,29,19,0,TRUE,2019-08-24T14:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-216,15614,1494,1710
374,38,13,1,FALSE,2019-08-31T14:00:00Z,1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.4,6.0,0.7,45,-638,15583,1201,1839
374,49,1,0,TRUE,2019-09-15T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-623,15207,707,1330
374,57,11,0,FALSE,2019-09-21T14:00:00Z,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-555,14814,397,952
374,70,20,0,FALSE,2019-09-28T14:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-685,14275,279,964
374,79,15,0,TRUE,2019-10-05T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-557,13810,229,786
193,1,14,0,TRUE,2019-08-09T19:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,28598,0,0
193,19,16,2,FALSE,2019-08-17T14:00:00Z,1,2,2,88,0,0,0,1,0,0,0,0,0,0,0,14,8.8,13.2,12.0,3.4,65,-5507,27412,1737,7244
193,24,1,1,TRUE,2019-08-24T16:30:00Z,3,1,3,13,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.1,0.0,0.2,64,-1673,27521,2780,4453
193,32,5,1,FALSE,2019-08-31T16:30:00Z,0,3,4,19,0,0,0,0,0,0,0,0,0,0,0,5,8.2,1.3,7.0,1.7,64,-2655,25847,1692,4347
193,44,13,2,TRUE,2019-09-14T11:30:00Z,3,1,5,74,0,0,0,1,0,0,0,0,0,0,0,15,13.8,20.3,23.0,5.7,63,-2443,24241,1276,3719
193,53,6,0,FALSE,2019-09-22T15:30:00Z,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-361,24486,1336,1697
193,68,15,1,FALSE,2019-09-28T11:30:00Z,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,63,-1521,23283,888,2409
193,74,9,0,TRUE,2019-10-05T14:00:00Z,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-1331,22200,482,1813
467,10,13,6,FALSE,2019-08-11T13:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,26,15.0,0.2,0.0,1.5,45,0,39038,0,0
467,11,5,0,TRUE,2019-08-17T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,15821,76092,22739,6918
467,24,10,0,FALSE,2019-08-24T16:30:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-11386,66147,4263,15649
467,31,17,0,TRUE,2019-09-01T15:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7219,60994,1906,9125
467,49,18,0,FALSE,2019-09-15T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4800,57955,2247,7047
467,51,2,7,TRUE,2019-09-22T15:30:00Z,3,2,6,45,1,0,0,1,0,0,0,0,0,0,0,17,44.8,11.0,31.0,8.7,44,-3112,55531,1066,4178
467,67,12,1,FALSE,2019-09-30T19:00:00Z,1,1,7,90,0,0,0,1,0,0,0,1,0,0,0,9,8.0,12.8,4.0,2.5,44,7509,65031,11168,3659
467,71,3,8,TRUE,2019-10-06T13:00:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,2,27,15.4,13.0,45.0,7.3,44,6625,72961,10093,3468
23,6,17,0,FALSE,2019-08-10T16:30:00Z,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8669,0,0
23,12,3,0,TRUE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2068,6684,40,2108
23,21,8,0,TRUE,2019-08-23T19:00:00Z,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1102,5660,23,1125
23,34,7,0,FALSE,2019-08-31T14:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-734,4973,41,775
23,41,19,0,TRUE,2019-09-16T19:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-601,4382,29,630
23,51,1,0,FALSE,2019-09-22T15:30:00Z,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-275,4140,16,291
23,61,5,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-320,3824,14,334
23,77,14,0,FALSE,2019-10-05T14:00:00Z,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-179,3656,11,190
386,8,11,1,TRUE,2019-08-10T11:30:00Z,0,5,1,24,0,0,0,3,0,0,0,0,0,0,0,-2,1.6,1.0,18.0,2.1,60,0,57838,0,0
386,13,4,8,FALSE,2019-08-17T14:00:00Z,1,1,2,82,1,0,0,1,0,0,0,0,0,0,2,29,34.0,1.2,21.0,5.6,60,-7224,58778,3982,11206
386,29,18,0,FALSE,2019-08-24T14:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,54037,126026,72807,18770
386,40,14,0,TRUE,2019-08-31T14:00:00Z,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-33192,91538,8547,41739
386,41,2,0,FALSE,2019-09-16T19:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-43959,48395,1200,45159
386,60,12,0,TRUE,2019-09-22T13:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-11756,38063,46,11802
386,62,3,0,FALSE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-5469,32832,51,5520
386,80,7,0,TRUE,2019-10-05T16:30:00Z,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-2197,30768,27,2224
161,5,20,6,TRUE,2019-08-11T13:00:00Z,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,23,5.2,16.7,9.0,3.1,55,0,315266,0,0
161,14,6,0,FALSE,2019-08-18T15:30:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-8749,335869,11672,20421
161,27,15,0,FALSE,2019-08-24T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-64474,272129,5258,69732
161,36,3,5,TRUE,2019-08-31T14:00:00Z,3,1,4,90,0,1,0,1,0,0,0,0,0,0,0,20,26.2,25.6,0.0,5.2,54,-43551,231126,2577,46128
161,45,12,1,FALSE,2019-09-14T14:00:00Z,1,0,5,90,0,0,0,1,0,0,0,1,0,0,0,6,12.8,4.5,9.0,2.6,54,11774,251028,24559,12785
161,56,17,2,TRUE,2019-09-21T11:30:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,13,21.6,12.6,2.0,3.6,54,-468,252309,9733,10201
161,66,13,6,TRUE,2019-09-29T15:30:00Z,5,0,7,90,0,0,1,0,0,0,0,0,0,0,0,32,24.4,27.2,8.0,6.0,54,14151,270616,24993,10842
161,74,10,1,FALSE,2019-10-05T14:00:00Z,2,1,8,90,0,0,0,2,0,0,0,0,0,0,0,5,9.0,4.7,4.0,1.8,54,1756,272151,12540,10784
249,9,6,0,TRUE,2019-08-11T15:30:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,16045,0,0
249,20,20,0,FALSE,2019-08-19T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1591,16570,1203,2794
249,25,7,0,TRUE,2019-08-24T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2019,15035,523,2542
249,39,16,0,FALSE,2019-08-31T11:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,13396,35600,21233,7837
249,45,9,1,TRUE,2019-09-14T14:00:00Z,1,0,5,20,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.4,0.0,0.2,44,4117,40597,10476,6359
249,60,19,0,FALSE,2019-09-22T13:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,6539,48968,11289,4750
249,67,1,0,TRUE,2019-09-30T19:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,606,49508,5674,5068
249,76,13,1,FALSE,2019-10-06T15:30:00Z,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,44,-2721,46602,1185,3906
180,5,20,3,TRUE,2019-08-11T13:00:00Z,0,0,1,60,0,0,1,0,0,0,0,0,0,0,0,15,10.6,12.4,8.0,3.1,45,0,30605,0,0
180,14,6,2,FALSE,2019-08-18T15:30:00Z,1,1,2,72,0,0,0,1,0,0,0,0,0,0,0,8,5.4,11.7,10.0,2.7,45,15393,61138,21810,6417
180,27,15,2,FALSE,2019-08-24T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,16,23.6,1.8,2.0,2.7,45,1576,63516,9629,8053
180,36,3,1,TRUE,2019-08-31T14:00:00Z,3,1,4,19,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.6,2.0,0.4,45,5346,71909,13918,8572
180,45,12,1,FALSE,2019-09-14T14:00:00Z,1,0,5,56,0,0,0,1,0,0,0,0,0,0,0,8,14.2,1.8,21.0,3.7,45,-1570,70768,7102,8672
180,56,17,4,TRUE,2019-09-21T11:30:00Z,2,1,6,6,0,1,0,0,0,0,0,0,0,0,0,13,17.2,10.3,0.0,2.8,45,-676,70900,4915,5591
180,66,13,1,TRUE,2019-09-29T15:30:00Z,5,0,7,11,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.2,0.0,0.2,45,7314,80088,13186,5872
180,74,10,0,FALSE,2019-10-05T14:00:00Z,2,1,8,4,0,0,0,1,0,0,0,1,0,0,0,-1,0.0,0.7,0.0,0.0,45,-1127,78502,5846,6973
108,9,12,0,FALSE,2019-08-11T15:30:00Z,4,0,1,90,0,0,0,4,0,0,0,0,0,0,0,16,23.4,1.6,2.0,2.7,50,0,52353,0,0
108,14,9,2,TRUE,2019-08-18T15:30:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,17,19.6,0.2,0.0,2.0,50,588,66648,8701,8113
108,26,14,1,FALSE,2019-08-24T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,11,18.0,0.8,17.0,3.6,50,5360,76679,14763,9403
108,33,15,0,TRUE,2019-08-31T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,8389,89847,18642,10253
108,50,20,0,FALSE,2019-09-14T14:00:00Z,2,5,5,90,0,0,0,2,0,0,0,1,0,0,0,15,22.6,0.3,0.0,2.3,50,-12379,77756,4412,16791
108,53,10,0,TRUE,2019-09-22T15:30:00Z,1,2,6,41,0,0,0,2,0,0,0,0,0,0,0,7,8.0,13.3,0.0,2.1,50,-7089,71993,2354,9443
108,63,4,5,TRUE,2019-09-28T14:00:00Z,2,0,7,90,0,0,1,0,0,0,0,1,0,0,0,22,18.8,0.9,0.0,2.0,50,-10046,62489,1962,12008
108,78,16,0,FALSE,2019-10-06T13:00:00Z,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,1963,65843,4611,2648
259,10,1,0,TRUE,2019-08-11T13:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,11409,0,0
259,17,14,0,FALSE,2019-08-17T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1027,11813,215,1242
259,28,17,0,FALSE,2019-08-25T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1163,11016,103,1266
259,38,18,0,TRUE,2019-08-31T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-648,10820,281,929
259,44,10,0,FALSE,2019-09-14T11:30:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-520,10613,293,813
259,58,4,0,TRUE,2019-09-21T16:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-340,10430,159,499
259,66,9,0,FALSE,2019-09-29T15:30:00Z,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-523,10041,101,624
259,76,12,6,TRUE,2019-10-06T15:30:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,22,10.6,0.2,0.0,1.1,44,-376,9751,50,426
43,7,18,0,FALSE,2019-08-10T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1596,0,0
43,13,19,0,TRUE,2019-08-17T14:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-378,1248,42,420
43,23,16,0,TRUE,2019-08-24T14:00:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-156,1131,27,183
43,37,11,0,FALSE,2019-08-31T14:00:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-108,1039,17,125
43,43,5,0,TRUE,2019-09-14T14:00:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-88,961,10,98
43,58,13,0,FALSE,2019-09-21T16:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-27,939,11,38
43,63,6,0,FALSE,2019-09-28T14:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-23,916,14,37
43,72,17,0,TRUE,2019-10-05T11:30:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18,900,11,29
547,68,10,1,TRUE,2019-09-28T11:30:00Z,0,1,7,13,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.3,4.0,0.3,45,0,0,0,0
547,79,18,0,FALSE,2019-10-05T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2578,3358,3043,465
371,7,4,0,TRUE,2019-08-10T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,7519,0,0
371,15,8,1,FALSE,2019-08-17T14:00:00Z,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,50,-899,7890,352,1251
371,29,19,2,TRUE,2019-08-24T14:00:00Z,1,3,3,85,0,0,0,3,0,0,0,0,0,0,0,12,7.4,35.3,20.0,6.3,50,-728,7496,199,927
371,38,13,2,FALSE,2019-08-31T14:00:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,17,10.8,37.4,20.0,6.8,49,-336,7479,427,763
371,49,1,9,TRUE,2019-09-15T15:30:00Z,2,2,5,90,1,0,0,2,0,0,0,0,0,0,2,33,45.6,37.4,77.0,16.0,49,-138,7604,476,614
371,57,11,2,FALSE,2019-09-21T14:00:00Z,8,0,6,90,0,0,0,8,0,0,0,0,0,0,0,10,8.0,11.8,18.0,3.8,49,4055,12639,5109,1054
371,70,20,2,FALSE,2019-09-28T14:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,15,16.0,25.9,37.0,7.9,49,2589,15793,4283,1694
371,79,15,3,TRUE,2019-10-05T14:00:00Z,0,0,8,90,0,0,1,0,0,0,0,0,0,0,0,12,9.4,28.7,2.0,4.0,49,3541,20008,5555,2014
403,5,9,6,FALSE,2019-08-11T13:00:00Z,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,20,10.0,0.0,0.0,1.0,50,0,91016,0,0
403,20,12,2,TRUE,2019-08-19T19:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,6,13.8,0.1,0.0,1.4,50,-1585,98516,3903,5488
403,30,5,2,TRUE,2019-08-25T15:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,15,17.4,0.7,0.0,1.8,50,2795,105624,8578,5783
403,35,8,1,FALSE,2019-09-01T13:00:00Z,3,2,4,90,0,0,0,3,0,0,0,0,0,0,0,11,10.8,10.0,0.0,2.1,50,-134,108140,6362,6496
403,50,6,0,TRUE,2019-09-14T14:00:00Z,2,5,5,90,0,0,0,5,0,0,0,0,0,0,0,11,12.8,0.2,0.0,1.3,50,933,111369,9177,8244
403,54,7,1,FALSE,2019-09-22T13:00:00Z,1,1,6,90,0,0,0,1,0,0,0,1,0,0,0,15,14.8,0.2,0.0,1.5,50,-6316,105455,1670,7986
403,70,18,7,TRUE,2019-09-28T14:00:00Z,2,0,7,90,0,0,1,0,0,0,0,0,0,0,1,28,17.6,0.1,0.0,1.8,50,-6014,100056,1571,7585
403,75,11,6,FALSE,2019-10-06T13:00:00Z,0,2,8,90,0,0,1,0,0,0,0,0,0,0,0,24,26.0,0.1,0.0,2.6,50,-3443,96931,1002,4445
482,10,1,0,TRUE,2019-08-11T13:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4015,0,0
482,17,14,0,FALSE,2019-08-17T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-427,3765,99,526
482,28,17,0,FALSE,2019-08-25T15:30:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-363,3471,75,438
482,38,18,0,TRUE,2019-08-31T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,785,4732,1288,503
482,44,10,0,FALSE,2019-09-14T11:30:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,11188,20253,15623,4435
482,58,4,0,TRUE,2019-09-21T16:30:00Z,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1657,21536,5443,3786
482,66,9,0,FALSE,2019-09-29T15:30:00Z,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3940,17126,264,4204
482,76,12,0,TRUE,2019-10-06T15:30:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2050,15164,60,2110
144,4,7,6,FALSE,2019-08-10T14:00:00Z,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,20,20.6,3.3,19.0,4.3,55,0,192717,0,0
144,15,18,5,TRUE,2019-08-17T14:00:00Z,1,0,2,90,0,0,1,0,0,0,0,1,0,0,0,16,7.2,1.2,3.0,1.1,55,5813,216643,18564,12751
144,21,2,0,FALSE,2019-08-23T19:00:00Z,2,0,3,90,0,0,0,2,0,0,0,1,0,0,0,14,10.8,24.1,6.0,4.1,55,18101,245133,42442,24341
144,35,20,1,TRUE,2019-09-01T13:00:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,17,10.0,14.5,20.0,4.5,55,-18720,227297,13339,32059
144,42,3,1,FALSE,2019-09-15T13:00:00Z,3,1,5,90,0,0,0,3,0,0,0,0,0,0,0,13,17.4,6.8,0.0,2.4,55,-15133,215520,11463,26596
144,55,15,2,TRUE,2019-09-21T14:00:00Z,0,2,6,70,0,0,0,1,0,0,0,0,0,0,0,15,13.8,9.1,8.0,3.1,55,-9787,207769,5992,15779
144,65,11,6,TRUE,2019-09-28T16:30:00Z,1,3,7,90,0,1,0,3,0,0,0,0,0,0,2,33,34.4,12.3,36.0,8.3,55,-35421,171709,1068,36489
144,73,5,-2,FALSE,2019-10-05T14:00:00Z,1,0,8,55,0,0,0,1,0,0,0,0,1,0,0,-4,1.4,11.8,2.0,1.5,54,2384,177153,9998,7614
534,37,11,1,FALSE,2019-08-31T14:00:00Z,4,0,4,24,0,0,0,1,0,0,0,0,0,0,0,1,0.2,0.1,0.0,0.0,45,0,0,0,0
534,43,5,1,TRUE,2019-09-14T14:00:00Z,1,1,5,6,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.3,21.0,2.2,45,10589,14029,13500,2911
534,58,13,1,FALSE,2019-09-21T16:30:00Z,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,1,2.0,4.8,18.0,2.5,45,8090,22804,11749,3659
534,63,6,1,FALSE,2019-09-28T14:00:00Z,2,0,7,25,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.6,0.0,0.1,45,8437,32699,13439,5002
534,72,17,13,TRUE,2019-10-05T11:30:00Z,3,0,8,79,2,0,1,0,0,0,0,0,0,0,3,53,70.2,23.8,107.0,20.1,45,2156,35026,5952,3796
102,3,16,3,TRUE,2019-08-10T14:00:00Z,3,0,1,90,0,0,1,0,0,0,0,0,0,0,0,10,8.2,2.1,0.0,1.0,50,0,16050,0,0
102,11,1,2,FALSE,2019-08-17T11:30:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,9,10.4,1.8,28.0,4.0,50,709,19860,2656,1947
102,30,20,2,FALSE,2019-08-25T15:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,4.4,1.8,2.0,0.8,50,-623,19928,1736,2359
102,32,10,2,TRUE,2019-08-31T16:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,15,13.2,21.4,0.0,3.5,50,-586,19839,1696,2282
102,43,4,2,FALSE,2019-09-14T14:00:00Z,1,1,5,77,0,0,0,1,0,0,0,0,0,0,0,10,7.6,1.3,4.0,1.3,50,-179,20200,1761,1940
102,52,14,3,TRUE,2019-09-21T14:00:00Z,2,0,6,90,0,0,1,0,0,0,0,0,0,0,0,18,19.6,23.1,21.0,6.4,50,-509,19972,831,1340
102,61,2,1,FALSE,2019-09-28T14:00:00Z,2,2,7,45,0,0,0,1,0,0,0,0,0,0,0,4,2.8,2.0,51.0,5.6,50,-857,19274,521,1378
102,73,8,0,TRUE,2019-10-05T14:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2878,16337,51,2929
418,5,9,0,FALSE,2019-08-11T13:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1482,0,0
418,20,12,0,TRUE,2019-08-19T19:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-317,1364,88,405
418,30,5,0,TRUE,2019-08-25T15:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-195,1222,62,257
418,35,8,0,FALSE,2019-09-01T13:00:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-102,1185,75,177
418,50,6,0,TRUE,2019-09-14T14:00:00Z,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-84,1174,78,162
418,54,7,0,FALSE,2019-09-22T13:00:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-48,1154,28,76
418,70,18,0,TRUE,2019-09-28T14:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-45,1142,30,75
418,75,11,0,FALSE,2019-10-06T13:00:00Z,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-33,1150,23,56
376,8,11,0,TRUE,2019-08-10T11:30:00Z,0,5,1,90,0,0,0,5,0,0,0,0,0,0,0,7,9.0,1.5,0.0,1.1,50,0,23399,0,0
376,13,4,0,FALSE,2019-08-17T14:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1099,27019,2048,3147
376,29,18,0,FALSE,2019-08-24T14:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3205,24435,707,3912
376,40,14,0,TRUE,2019-08-31T14:00:00Z,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2026,23220,1064,3090
376,41,2,0,FALSE,2019-09-16T19:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1555,22270,1033,2588
376,60,12,14,TRUE,2019-09-22T13:00:00Z,2,0,6,90,1,0,1,0,0,0,0,0,0,0,2,27,43.8,2.2,10.0,5.6,49,-1053,21523,451,1504
376,62,3,7,FALSE,2019-09-28T14:00:00Z,2,2,7,90,1,0,0,2,0,0,0,0,0,0,0,20,40.8,3.9,43.0,8.8,49,22176,46782,24766,2590
376,80,7,2,TRUE,2019-10-05T16:30:00Z,1,2,8,83,0,0,0,1,0,0,0,0,0,0,0,16,13.0,1.3,4.0,1.8,49,106465,167821,111664,5199
487,5,9,1,FALSE,2019-08-11T13:00:00Z,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,-1,5.4,0.0,0.0,0.5,60,0,82601,0,0
